Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Sports Direct,1197831,4/8/2021,South,Tennessee,Knoxville,Women's Apparel,38,202,768,514,Online
Sports Direct,1197831,4/10/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,42,202,848,433,Online
Kohl's,1185732,10/12/2021,West,Wyoming,Cheyenne,Men's Street Footwear,50,202,1010,646,Online
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,76,202,1535,737,Online
West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's Athletic Footwear,52,202,1050,546,Online
Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,52,202,1050,441,Online
Foot Locker,1185732,11/6/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,43,202,869,304,Online
Sports Direct,1185732,12/2/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,55,202,1111,500,Online
Sports Direct,1197831,3/16/2021,South,Tennessee,Knoxville,Men's Street Footwear,18,202,364,135,Outlet
Sports Direct,1197831,4/11/2021,South,Tennessee,Knoxville,Women's Street Footwear,26,202,525,231,Outlet
Sports Direct,1197831,5/14/2021,South,Tennessee,Knoxville,Women's Apparel,43,202,869,573,Outlet
Sports Direct,1197831,8/20/2021,South,Alabama,Birmingham,Men's Athletic Footwear,16,202,323,152,Outlet
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Women's Street Footwear,26,202,525,152,Outlet
West Gear,1128299,6/24/2021,West,Oregon,Portland,Men's Athletic Footwear,47,202,949,389,Outlet
West Gear,1128299,11/24/2021,West,Oregon,Portland,Men's Athletic Footwear,37,202,747,291,Outlet
Sports Direct,1197831,9/19/2021,South,Texas,Dallas,Women's Athletic Footwear,32,201,643,354,Outlet
West Gear,1128299,3/4/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,52,201,1045,261,Outlet
Sports Direct,1197831,5/3/2021,South,Tennessee,Knoxville,Men's Street Footwear,28,201,563,293,Outlet
Walmart,1128299,5/18/2021,Southeast,Florida,Orlando,Men's Street Footwear,44,201,884,292,Outlet
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Men's Street Footwear,24,201,482,227,Outlet
West Gear,1128299,12/23/2021,West,Oregon,Portland,Women's Apparel,55,201,1106,376,Outlet
Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Men's Street Footwear,30,201,603,277,Outlet
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Men's Athletic Footwear,34,201,683,321,Outlet
Sports Direct,1185732,12/16/2021,South,Mississippi,Jackson,Men's Athletic Footwear,44,201,884,327,Outlet
Foot Locker,1185732,7/2/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40,200,8000,2800,Outlet
Foot Locker,1185732,7/9/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,200,8000,3200,Outlet
Foot Locker,1185732,7/20/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40,200,8000,2800,Outlet
Foot Locker,1185732,12/11/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,45,200,9000,3150,Outlet
West Gear,1128299,3/25/2020,West,Colorado,Denver,Men's Apparel,45,200,9000,4500,In-store
Foot Locker,1185732,10/25/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,25,200,5000,1500,In-store
Foot Locker,1185732,12/9/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,40,200,8000,3600,Outlet
Foot Locker,1185732,12/11/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,35,200,7000,2100,Outlet
Foot Locker,1185732,12/17/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40,200,8000,2400,Outlet
Kohl's,1189833,1/19/2021,Midwest,Montana,Billings,Men's Apparel,45,200,9000,5400,Outlet
Foot Locker,1185732,6/1/2021,Midwest,Nebraska,Omaha,Women's Apparel,35,200,7000,3500,Outlet
Foot Locker,1185732,7/4/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,40,200,8000,2800,Outlet
Foot Locker,1185732,7/9/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35,200,7000,2450,Outlet
Foot Locker,1185732,7/28/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,40,200,8000,2800,Outlet
Amazon,1185732,10/20/2021,Northeast,Maine,Portland,Women's Street Footwear,30,200,6000,2400,Outlet
Amazon,1185732,10/26/2021,Northeast,Maine,Portland,Women's Street Footwear,30,200,6000,2400,Outlet
Amazon,1185732,10/29/2021,Northeast,Maine,Portland,Women's Apparel,40,200,8000,3200,Outlet
Amazon,1185732,11/13/2021,Northeast,Maine,Portland,Women's Street Footwear,45,200,9000,3600,Outlet
Foot Locker,1128299,1/24/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,200,8000,2800,In-store
Foot Locker,1128299,2/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,40,200,8000,2800,In-store
Foot Locker,1185732,3/17/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,30,200,6000,2400,In-store
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,200,5000,2000,In-store
West Gear,1128299,1/24/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,40,200,8000,2800,In-store
West Gear,1128299,2/24/2021,West,Oregon,Portland,Women's Athletic Footwear,40,200,8000,2800,In-store
Amazon,1185732,2/22/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,40,200,8000,2800,Online
Amazon,1185732,5/23/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,40,200,8000,3200,Online
Amazon,1185732,6/22/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,30,200,6000,2400,Online
Amazon,1185732,9/23/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,35,200,7000,2800,Online
Amazon,1185732,9/23/2021,Southeast,Kentucky,Louisville,Men's Apparel,45,200,9000,3150,Online
Walmart,1197831,3/19/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,20,200,4000,1600,Online
West Gear,1197831,10/21/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20,200,4000,1600,Online
West Gear,1197831,10/21/2021,South,Oklahoma,Oklahoma City,Men's Apparel,30,200,6000,2100,Online
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20,200,4000,1400,Online
Kohl's,1197831,4/13/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,25,200,5000,1750,Online
Kohl's,1197831,4/13/2021,Midwest,Kansas,Wichita,Women's Street Footwear,15,200,3000,1050,Online
Kohl's,1197831,5/12/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,35,200,7000,2450,Online
Kohl's,1197831,10/14/2021,Midwest,Kansas,Wichita,Women's Street Footwear,20,200,4000,1400,Online
Foot Locker,1185732,3/11/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,40,200,8000,2400,Online
Foot Locker,1185732,6/12/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,35,200,7000,2100,Online
Foot Locker,1185732,8/12/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,40,200,8000,2400,Online
Sports Direct,1185732,3/8/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,30,200,6000,1800,Online
Sports Direct,1185732,5/10/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,45,200,9000,2700,In-store
Sports Direct,1185732,6/9/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,30,200,6000,1800,In-store
Sports Direct,1185732,8/9/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40,200,8000,2400,In-store
Foot Locker,1185732,2/6/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,20,200,4000,1200,In-store
Foot Locker,1185732,5/7/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,35,200,7000,2100,In-store
Foot Locker,1185732,6/6/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,25,200,5000,1500,In-store
Foot Locker,1185732,8/6/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,40,200,8000,2400,In-store
West Gear,1185732,11/6/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,35,200,7000,2100,In-store
West Gear,1185732,2/3/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,20,200,4000,1200,In-store
West Gear,1185732,5/4/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,40,200,8000,2800,In-store
West Gear,1185732,6/3/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25,200,5000,1500,In-store
West Gear,1185732,8/3/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,40,200,8000,2400,In-store
West Gear,1185732,9/4/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,40,200,8000,3200,In-store
West Gear,1185732,1/10/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,45,200,9000,2700,In-store
West Gear,1185732,2/10/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,35,200,7000,2800,In-store
West Gear,1185732,2/10/2021,Midwest,Indiana,Indianapolis,Men's Apparel,45,200,9000,2700,In-store
West Gear,1185732,4/10/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,25,200,5000,2000,In-store
West Gear,1185732,4/10/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,15,200,3000,1050,In-store
West Gear,1185732,5/11/2021,Midwest,Indiana,Indianapolis,Men's Apparel,45,200,9000,2700,In-store
West Gear,1185732,6/10/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,30,200,6000,2100,In-store
West Gear,1185732,8/10/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,40,200,8000,2800,In-store
West Gear,1185732,1/17/2021,Midwest,Indiana,Indianapolis,Men's Apparel,45,200,9000,3600,In-store
West Gear,1185732,2/17/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,40,200,8000,3200,In-store
West Gear,1185732,5/18/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,35,200,7000,2800,In-store
West Gear,1185732,4/21/2021,Northeast,Maryland,Baltimore,Women's Apparel,35,200,7000,2100,In-store
Sports Direct,1185732,7/20/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,40,200,8000,2800,In-store
Sports Direct,1185732,8/21/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,40,200,8000,2800,In-store
Foot Locker,1185732,9/13/2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,45,200,9000,3600,In-store
Kohl's,1185732,3/6/2021,Northeast,New Jersey,Newark,Men's Athletic Footwear,35,200,7000,2450,In-store
Kohl's,1185732,5/6/2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,40,200,8000,3200,In-store
Kohl's,1185732,8/7/2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,40,200,8000,3200,In-store
Sports Direct,1185732,2/5/2021,Northeast,New Jersey,Newark,Men's Athletic Footwear,40,200,8000,3200,In-store
Sports Direct,1185732,4/4/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,40,200,8000,3200,In-store
Sports Direct,1185732,4/4/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,30,200,6000,1800,In-store
Sports Direct,1185732,9/3/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,45,200,9000,2700,In-store
Foot Locker,1185732,4/7/2021,Northeast,Rhode Island,Providence,Women's Apparel,35,200,7000,2800,In-store
Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,40,200,8000,3200,In-store
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40,200,8000,3200,In-store
Foot Locker,1185732,7/6/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40,200,8000,3200,In-store
Sports Direct,1185732,2/15/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,30,200,6000,1500,In-store
Sports Direct,1185732,3/13/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,30,200,6000,1500,In-store
Sports Direct,1185732,3/13/2021,Northeast,Massachusetts,Boston,Women's Apparel,40,200,8000,2400,In-store
Amazon,1185732,2/19/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,45,200,9000,2700,In-store
West Gear,1128299,1/20/2021,West,California,San Francisco,Women's Street Footwear,60,200,1200,564,Online
Kohl's,1189833,4/24/2021,West,California,Los Angeles,Women's Apparel,60,200,1200,372,Online
Sports Direct,1197831,9/11/2021,South,Texas,Dallas,Men's Athletic Footwear,49,200,980,470,Online
Sports Direct,1197831,5/15/2021,South,Tennessee,Knoxville,Men's Street Footwear,53,200,1060,615,Online
Walmart,1128299,12/16/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,82,200,1640,574,Online
Sports Direct,1185732,2/17/2021,Southeast,Virginia,Richmond,Men's Street Footwear,34,200,680,428,Online
West Gear,1128299,8/24/2021,West,Oregon,Portland,Men's Street Footwear,81,200,1620,778,Online
Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Women's Apparel,59,200,1180,708,Online
Foot Locker,1185732,6/7/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,49,200,980,441,Online
Sports Direct,1185732,8/3/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,58,200,1160,522,Online
Walmart,1197831,9/8/2020,South,Texas,Houston,Women's Athletic Footwear,37,200,740,370,Outlet
Sports Direct,1197831,9/6/2021,South,Texas,Dallas,Women's Street Footwear,19,200,380,152,Outlet
Sports Direct,1197831,10/1/2021,South,Alabama,Birmingham,Men's Athletic Footwear,14,200,280,146,Outlet
West Gear,1128299,12/16/2021,Southeast,Florida,Orlando,Women's Apparel,64,200,1280,614,Outlet
Foot Locker,1197831,2/4/2021,South,Louisiana,New Orleans,Men's Street Footwear,18,200,360,115,Outlet
Foot Locker,1197831,3/6/2021,West,Idaho,Boise,Men's Street Footwear,21,200,420,155,Outlet
Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Women's Apparel,36,200,720,418,Outlet
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,44,200,880,370,Outlet
Kohl's,1197831,12/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,55,200,1100,462,Outlet
Foot Locker,1185732,12/17/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,49,200,980,461,Outlet
Kohl's,1189833,4/12/2021,West,California,Los Angeles,Women's Apparel,49,198,970,262,Outlet
Sports Direct,1197831,4/12/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,29,198,574,322,Outlet
Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Women's Apparel,66,198,1307,653,Outlet
West Gear,1128299,7/23/2021,West,Oregon,Portland,Men's Apparel,68,198,1346,619,Outlet
West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,62,198,1228,552,Outlet
Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,38,198,752,331,Outlet
Walmart,1185732,8/17/2021,South,Mississippi,Jackson,Men's Athletic Footwear,44,198,871,357,Outlet
Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Women's Apparel,50,198,990,455,Outlet
Sports Direct,1197831,7/30/2020,South,Texas,Houston,Women's Apparel,34,196,666,420,Online
Walmart,1197831,8/28/2020,South,Texas,Houston,Men's Apparel,41,196,804,321,Online
West Gear,1128299,11/9/2020,West,California,San Francisco,Women's Street Footwear,49,196,960,471,Online
West Gear,1128299,2/4/2021,West,California,San Francisco,Women's Apparel,63,196,1235,284,Online
Kohl's,1189833,2/18/2021,West,California,San Francisco,Men's Athletic Footwear,41,196,804,289,Online
Kohl's,1189833,5/9/2021,West,California,Los Angeles,Women's Street Footwear,46,196,902,451,Online
Kohl's,1189833,5/30/2021,West,California,Los Angeles,Women's Apparel,59,196,1156,405,Online
Sports Direct,1197831,8/12/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,28,196,549,220,Online
West Gear,1128299,3/9/2020,West,Nevada,Las Vegas,Men's Street Footwear,58,196,1137,534,Online
West Gear,1128299,4/26/2020,West,Colorado,Denver,Men's Street Footwear,63,196,1235,729,Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Apparel,52,196,1019,459,Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Apparel,58,196,1137,534,Online
Kohl's,1189833,3/4/2021,Midwest,Montana,Billings,Men's Street Footwear,41,196,804,450,Online
Sports Direct,1197831,5/9/2021,South,Tennessee,Knoxville,Men's Street Footwear,29,196,568,318,Online
Sports Direct,1197831,8/2/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,29,196,568,307,Online
West Gear,1185732,7/8/2021,Northeast,New York,Albany,Men's Athletic Footwear,56,196,1098,494,Online
Kohl's,1185732,7/10/2021,West,Wyoming,Cheyenne,Women's Apparel,51,196,1000,360,Online
Kohl's,1185732,8/11/2021,West,Wyoming,Cheyenne,Women's Apparel,52,196,1019,408,Online
Sports Direct,1185732,11/16/2021,Midwest,Michigan,Detroit,Men's Street Footwear,49,196,960,605,Online
West Gear,1185732,1/11/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,23,196,451,248,Online
West Gear,1128299,7/23/2021,West,Oregon,Portland,Men's Athletic Footwear,85,196,1666,783,Online
West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Women's Street Footwear,90,196,1764,953,Online
Foot Locker,1197831,1/5/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,28,196,549,247,Online
West Gear,1197831,5/5/2021,West,Idaho,Boise,Men's Athletic Footwear,28,196,549,263,Online
Sports Direct,1197831,8/8/2021,West,Idaho,Boise,Women's Apparel,54,196,1058,720,Online
Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Women's Apparel,60,196,1176,811,Online
Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Men's Street Footwear,49,196,960,471,Online
Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,47,196,921,461,Online
Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Men's Apparel,53,196,1039,519,Online
Foot Locker,1185732,9/5/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,38,196,745,290,Online
Foot Locker,1185732,11/6/2021,Southeast,South Carolina,Charleston,Men's Apparel,66,196,1294,608,Online
Sports Direct,1185732,1/6/2021,Southeast,South Carolina,Charleston,Women's Apparel,34,196,666,426,Online
Sports Direct,1185732,7/2/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,53,196,1039,571,Online
Sports Direct,1185732,10/4/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,33,196,647,298,Online
Amazon,1185732,12/2/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,55,196,1078,582,Online
Amazon,1185732,6/11/2021,Midwest,Ohio,Columbus,Women's Apparel,64,196,1254,778,Online
Amazon,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,64,196,1254,665,Online
Amazon,1185732,8/18/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,60,196,1176,600,Online
West Gear,1128299,1/10/2021,West,California,San Francisco,Men's Apparel,44,196,862,526,Outlet
West Gear,1128299,3/3/2020,West,Nevada,Las Vegas,Men's Street Footwear,47,196,921,387,Outlet
Sports Direct,1197831,4/2/2021,South,Tennessee,Knoxville,Women's Apparel,18,196,353,215,Outlet
Sports Direct,1197831,4/18/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,32,196,627,383,Outlet
Sports Direct,1197831,9/9/2021,South,Alabama,Birmingham,Women's Athletic Footwear,36,196,706,473,Outlet
Sports Direct,1197831,10/2/2021,South,Alabama,Birmingham,Women's Street Footwear,33,196,647,356,Outlet
Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,66,196,1294,479,Outlet
West Gear,1197831,9/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,35,196,686,316,Outlet
Sports Direct,1185732,6/15/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,39,196,764,268,Outlet
Sports Direct,1185732,8/14/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,40,196,784,259,Outlet
Amazon,1185732,5/17/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,47,196,921,396,Outlet
